experiment,lead_time,model_name,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,balanced_accuracy,tn,fp,fn,tp
env_with_chla,T+1,RandomForest,0.21,0.9223744292237442,0.7747747747747747,0.9626865671641791,0.8585690515806988,0.9862432095868902,0.9619191541935136,0.9359986644768901,752,75,10,258
env_with_chla,T+1,RandomForest,0.22,0.9232876712328767,0.7771084337349398,0.9626865671641791,0.86,0.9862432095868902,0.9619191541935136,0.9366032593982927,753,74,10,258
env_with_chla,T+1,RandomForest,0.23,0.9260273972602739,0.78419452887538,0.9626865671641791,0.864321608040201,0.9862432095868902,0.9619191541935136,0.9384170441625006,756,71,10,258
env_with_chla,T+1,RandomForest,0.24,0.9242009132420091,0.7846153846153846,0.9514925373134329,0.8600337268128162,0.9862432095868902,0.9619191541935136,0.9334246241585302,757,70,13,255
env_with_chla,T+1,RandomForest,0.25,0.9242009132420091,0.7863777089783281,0.9477611940298507,0.8595600676818951,0.9862432095868902,0.9619191541935136,0.9321635474381418,758,69,14,254
env_with_chla,T+1,RandomForest,0.26,0.9269406392694064,0.7955974842767296,0.9440298507462687,0.863481228668942,0.9862432095868902,0.9619191541935136,0.9327162554819615,762,65,15,253
env_with_chla,T+1,RandomForest,0.27,0.9278538812785389,0.8,0.9402985074626866,0.8644939965694682,0.9862432095868902,0.9619191541935136,0.9320597736829757,764,63,16,252
env_with_chla,T+1,RandomForest,0.28,0.9278538812785389,0.8038585209003215,0.9328358208955224,0.8635578583765112,0.9862432095868902,0.9619191541935136,0.929537620242199,766,61,18,250
env_with_chla,T+1,RandomForest,0.29,0.9287671232876712,0.8125,0.9216417910447762,0.8636363636363636,0.9862432095868902,0.9619191541935136,0.9263589850024365,770,57,21,247
env_with_chla,T+1,RandomForest,0.3,0.9287671232876712,0.8187919463087249,0.9104477611940298,0.8621908127208481,0.9862432095868902,0.9619191541935136,0.9225757548412712,773,54,24,244
env_with_chla,T+1,RandomForest,0.31,0.9315068493150684,0.8316151202749141,0.9029850746268657,0.8658318425760286,0.9862432095868902,0.9619191541935136,0.9218673861647024,778,49,26,242
env_with_chla,T+1,RandomForest,0.32,0.9342465753424658,0.8450704225352113,0.8955223880597015,0.8695652173913043,0.9862432095868902,0.9619191541935136,0.9211590174881337,783,44,28,240
env_with_chla,T+1,RandomForest,0.33,0.9333333333333333,0.8545454545454545,0.8768656716417911,0.8655616942909761,0.9862432095868902,0.9619191541935136,0.9142490389647892,787,40,33,235
env_with_chla,T+1,RandomForest,0.34,0.9397260273972603,0.8768656716417911,0.8768656716417911,0.8768656716417911,0.9862432095868902,0.9619191541935136,0.9184812034146077,794,33,33,235
env_with_chla,T+1,RandomForest,0.35,0.9351598173515981,0.8745247148288974,0.8582089552238806,0.8662900188323918,0.9862432095868902,0.9619191541935136,0.9091528452056525,794,33,38,230
env_with_chla,T+1,RandomForest,0.36,0.9351598173515981,0.8832684824902723,0.8470149253731343,0.8647619047619047,0.9862432095868902,0.9619191541935136,0.9053696150444873,797,30,41,227
env_with_chla,T+1,RandomForest,0.37,0.9324200913242009,0.8911290322580645,0.8246268656716418,0.8565891472868217,0.9862432095868902,0.9619191541935136,0.8959893699579491,800,27,47,221
env_with_chla,T+1,RandomForest,0.38,0.9351598173515981,0.9020408163265307,0.8246268656716418,0.8615984405458089,0.9862432095868902,0.9619191541935136,0.897803154722157,803,24,47,221
env_with_chla,T+1,RandomForest,0.39,0.9296803652968036,0.899581589958159,0.8022388059701493,0.8481262327416174,0.9862432095868902,0.9619191541935136,0.8866091248714107,803,24,53,215
env_with_chla,T+1,RandomForest,0.4,0.9305936073059361,0.9102564102564102,0.7947761194029851,0.848605577689243,0.9862432095868902,0.9619191541935136,0.8846915663520367,806,21,55,213
env_with_chla,T+1,RandomForest,0.41,0.9315068493150684,0.9177489177489178,0.7910447761194029,0.8496993987975952,0.9862432095868902,0.9619191541935136,0.8840350845530509,808,19,56,212
env_with_chla,T+1,RandomForest,0.42,0.9333333333333333,0.925764192139738,0.7910447761194029,0.8531187122736419,0.9862432095868902,0.9619191541935136,0.8852442743958562,810,17,56,212
env_with_chla,T+1,RandomForest,0.43,0.9324200913242009,0.9254385964912281,0.7873134328358209,0.8508064516129032,0.9862432095868902,0.9619191541935136,0.8833786027540652,810,17,57,211
env_with_chla,T+1,RandomForest,0.44,0.9305936073059361,0.9247787610619469,0.7798507462686567,0.8461538461538461,0.9862432095868902,0.9619191541935136,0.8796472594704832,810,17,59,209
env_with_chla,T+1,RandomForest,0.45,0.9305936073059361,0.9324324324324325,0.7723880597014925,0.8448979591836735,0.9862432095868902,0.9619191541935136,0.8771251060297063,812,15,61,207
env_with_chla,T+1,RandomForest,0.46,0.9333333333333333,0.9452054794520548,0.7723880597014925,0.8501026694045175,0.9862432095868902,0.9619191541935136,0.8789388907939143,815,12,61,207
env_with_chla,T+1,RandomForest,0.47,0.9333333333333333,0.9534883720930233,0.7649253731343284,0.8488612836438924,0.9862432095868902,0.9619191541935136,0.8764167373531375,817,10,63,205
env_with_chla,T+1,RandomForest,0.48,0.9351598173515981,0.9624413145539906,0.7649253731343284,0.8523908523908524,0.9862432095868902,0.9619191541935136,0.8776259271959429,819,8,63,205
env_with_chla,T+1,RandomForest,0.49,0.9342465753424658,0.9666666666666667,0.7574626865671642,0.8493723849372385,0.9862432095868902,0.9619191541935136,0.8744991788337635,820,7,65,203
env_with_chla,T+1,RandomForest,0.5,0.9351598173515981,0.9712918660287081,0.7574626865671642,0.8511530398322851,0.9862432095868902,0.9619191541935136,0.8751037737551661,821,6,65,203
env_with_chla,T+1,RandomForest,0.51,0.9351598173515981,0.9758454106280193,0.753731343283582,0.8505263157894737,0.9862432095868902,0.9619191541935136,0.8738426970347777,822,5,66,202
env_with_chla,T+1,RandomForest,0.52,0.9342465753424658,0.9851485148514851,0.7425373134328358,0.8468085106382979,0.9862432095868902,0.9619191541935136,0.8694548719522099,824,3,69,199
env_with_chla,T+1,RandomForest,0.53,0.9296803652968036,0.9847715736040609,0.7238805970149254,0.8344086021505376,0.9862432095868902,0.9619191541935136,0.8601265137432548,824,3,74,194
env_with_chla,T+1,RandomForest,0.54,0.9287671232876712,0.9846938775510204,0.7201492537313433,0.8318965517241379,0.9862432095868902,0.9619191541935136,0.8582608421014637,824,3,75,193
